order_id,delivery_type,region_type,payment_type,package_size,traffic_level,weather_condition,dispatch_shift,is_weekend,is_holiday,fragile_item,requires_call_before_delivery,order_value,items_count,delivery_distance_km,promised_hours,minutes_since_order,warehouse_backlog,courier_experience_months,courier_load_today,historical_late_rate,previous_failed_deliveries,address_quality_score,route_complexity,customer_priority_score,simulated_late_probability,simulated_risk_segment,is_late_delivery
ORD-102902,standard,residential,card_on_delivery,medium,normal,rain,night,False,False,False,False,3175.34,3,6.54,51.5,1387,3,5.0,13,0.255,2,0.851,3.06,1,0.2296,low,0
ORD-102903,scheduled,residential,cash_on_delivery,medium,normal,clear,day,False,False,False,True,11852.23,4,6.69,69.0,1131,3,61.9,5,0.314,1,0.669,2.27,4,0.0075,low,0
ORD-102904,standard,suburb,card_on_delivery,medium,high,snow,day,False,False,False,False,3745.27,3,13.79,47.5,1003,3,14.8,9,0.205,0,0.716,5.96,2,0.3528,low,0
ORD-102905,express,suburb,prepaid,large,high,clear,morning,False,False,False,False,2776.26,2,10.34,17.5,266,6,19.9,4,0.066,0,0.762,3.1,1,0.6423,medium,0
ORD-102906,scheduled,residential,prepaid,large,normal,rain,night,True,False,False,False,6379.28,2,6.71,72.3,69,7,21.1,9,0.184,1,0.614,3.04,3,0.0528,low,0
ORD-102907,standard,city_center,prepaid,medium,high,snow,evening,False,False,False,False,9405.64,2,7.18,47.6,897,9,21.1,7,0.088,0,0.61,3.35,3,0.2773,low,1
ORD-102908,scheduled,suburb,prepaid,small,normal,clear,morning,True,False,False,False,10253.24,2,14.95,70.9,1340,8,17.6,5,0.604,0,0.903,3.17,4,0.0233,low,0
ORD-102909,express,suburb,prepaid,medium,low,snow,morning,True,False,False,False,4713.98,5,11.67,18.6,503,8,23.2,12,0.202,3,0.655,4.11,2,0.8887,high,0
ORD-102910,express,residential,cash_on_delivery,medium,low,rain,day,False,False,False,True,1062.63,7,3.74,15.2,317,8,57.4,8,0.206,1,0.938,2.63,1,0.3363,low,1
ORD-102911,standard,residential,card_on_delivery,large,low,clear,morning,False,False,False,False,7661.96,3,16.98,47.4,768,4,20.5,9,0.22,0,0.648,3.45,1,0.0605,low,0
ORD-102912,express,residential,prepaid,large,normal,rain,day,True,False,False,False,2712.55,3,6.08,18.3,170,7,25.4,7,0.077,1,0.668,2.65,1,0.3199,low,0
ORD-102913,express,remote_area,card_on_delivery,large,low,rain,night,False,False,False,False,2453.14,3,32.0,12.7,245,10,2.2,10,0.2,2,0.625,4.75,1,0.9785,high,1
ORD-102914,standard,industrial,cash_on_delivery,small,low,clear,evening,False,False,False,True,1753.73,3,25.41,51.9,1169,6,17.1,7,0.273,2,0.996,3.93,2,0.2149,low,0
ORD-102915,standard,suburb,prepaid,medium,low,clear,day,True,False,False,False,5468.49,2,17.92,54.2,1674,10,41.0,8,0.333,0,0.571,2.46,2,0.085,low,0
ORD-102916,standard,residential,card_on_delivery,large,low,clear,morning,False,False,False,False,7463.45,1,17.91,49.8,922,6,77.5,8,0.237,1,0.85,1.74,1,0.0581,low,0
ORD-102917,same_day,suburb,prepaid,small,normal,clear,day,True,False,False,False,2206.58,1,14.47,4.8,105,6,16.1,6,0.141,0,0.569,3.19,2,0.6285,medium,0
ORD-102918,standard,residential,prepaid,small,high,storm,night,False,False,False,False,5896.48,6,9.57,47.0,858,4,15.7,10,0.114,1,0.722,4.42,2,0.1914,low,0
ORD-102919,express,remote_area,cash_on_delivery,small,normal,snow,evening,False,False,True,False,8303.69,8,27.38,14.9,317,5,15.6,9,0.145,0,0.824,6.96,1,0.8845,high,1
ORD-102920,scheduled,city_center,prepaid,medium,low,rain,evening,False,False,False,False,4791.18,2,6.95,76.7,1500,4,8.3,6,0.101,2,0.97,3.37,3,0.0162,low,0
ORD-102921,standard,city_center,card_on_delivery,medium,normal,clear,evening,True,False,False,False,3642.47,1,3.15,44.0,503,7,14.7,6,0.304,3,0.79,2.25,1,0.2848,low,1
ORD-102922,standard,suburb,prepaid,small,normal,clear,day,True,True,False,False,3247.74,3,14.77,50.8,924,16,17.8,7,0.233,3,0.97,2.88,2,0.2469,low,0
ORD-102923,express,residential,card_on_delivery,medium,low,clear,morning,False,False,False,False,2225.73,4,8.06,16.6,277,5,17.7,13,0.101,0,0.964,1.37,1,0.3677,low,0
ORD-102924,standard,suburb,card_on_delivery,large,normal,clear,evening,False,False,False,False,6443.67,3,24.27,52.0,981,4,8.6,9,0.056,2,0.746,4.02,1,0.1652,low,0
ORD-102925,express,industrial,cash_on_delivery,large,normal,rain,day,False,False,False,True,8557.83,3,12.49,20.0,446,2,2.5,11,0.134,1,0.48,4.26,2,0.7425,high,0
ORD-102926,express,city_center,card_on_delivery,large,normal,clear,evening,False,False,False,True,4018.59,6,0.7,20.7,456,5,2.8,8,0.558,0,0.617,2.35,4,0.155,low,0
ORD-102927,express,residential,card_on_delivery,large,high,clear,evening,False,False,False,True,2608.18,2,18.67,18.5,296,6,20.3,10,0.265,1,0.814,5.1,2,0.8132,high,1
ORD-102928,standard,suburb,prepaid,medium,normal,clear,morning,False,False,False,False,5265.01,3,7.54,53.0,1001,6,6.0,9,0.094,0,0.757,3.22,4,0.0383,low,0
ORD-102929,express,industrial,prepaid,large,low,snow,day,False,False,False,True,1849.52,4,9.36,13.1,190,7,1.8,6,0.26,2,0.907,4.13,2,0.5782,medium,1
ORD-102930,express,residential,card_on_delivery,medium,low,clear,evening,False,False,False,False,9349.73,3,6.8,12.8,153,5,11.5,5,0.067,1,0.488,1.55,2,0.2444,low,0
ORD-102931,standard,residential,prepaid,large,high,clear,day,True,False,False,False,8570.02,3,4.08,43.4,647,7,8.1,12,0.084,0,0.961,2.06,1,0.2097,low,0
ORD-102932,express,suburb,prepaid,large,high,clear,morning,False,False,False,False,5285.5,6,11.74,16.6,280,3,19.3,3,0.424,1,0.838,3.14,1,0.3945,medium,1
ORD-102933,same_day,residential,cash_on_delivery,medium,normal,clear,day,False,False,False,True,2640.84,2,7.01,4.0,80,9,1.0,7,0.33,1,0.817,3.94,3,0.852,high,1
ORD-102934,express,suburb,prepaid,medium,severe,clear,day,False,False,False,False,3153.69,2,26.67,16.4,529,1,17.6,9,0.034,0,0.649,7.9,2,0.7074,high,0
ORD-102935,express,residential,prepaid,small,normal,rain,day,False,True,False,True,987.21,3,7.7,23.0,462,5,9.0,4,0.357,2,0.848,3.34,2,0.6689,medium,1
ORD-102936,standard,residential,cash_on_delivery,small,low,clear,day,True,False,False,True,2049.75,1,23.45,46.2,577,5,109.4,7,0.258,1,0.818,4.52,2,0.058,low,0
ORD-102937,standard,suburb,prepaid,small,high,clear,day,False,False,False,False,6317.83,3,6.87,50.8,963,6,23.9,11,0.148,0,0.272,3.75,2,0.1519,low,0
ORD-102938,standard,residential,card_on_delivery,small,low,storm,night,True,False,False,True,2038.77,3,14.76,48.2,821,9,25.3,5,0.27,0,0.599,3.35,3,0.2032,low,0
ORD-102939,standard,city_center,prepaid,medium,high,rain,morning,False,True,False,False,21813.41,5,4.16,51.3,1244,13,21.5,7,0.196,0,0.732,2.79,2,0.3528,low,0
ORD-102940,scheduled,suburb,prepaid,small,normal,snow,night,False,False,False,False,2509.06,7,20.0,73.1,1096,7,20.6,10,0.272,1,0.752,4.54,1,0.0839,low,0
ORD-102941,standard,remote_area,card_on_delivery,large,low,clear,evening,False,False,False,False,1815.69,3,31.1,49.1,971,4,14.7,8,0.396,1,0.593,4.54,1,0.3041,low,0
ORD-102942,same_day,suburb,prepaid,medium,low,snow,evening,False,False,False,False,4688.33,3,16.44,5.2,122,11,13.1,11,0.175,0,0.674,3.07,3,0.8284,high,0
ORD-102943,standard,residential,card_on_delivery,large,normal,rain,evening,False,False,False,False,4848.59,3,21.63,45.2,799,3,7.0,8,0.212,0,0.602,4.9,2,0.2039,low,0
ORD-102944,standard,suburb,prepaid,medium,normal,clear,morning,False,False,True,False,10136.82,5,13.25,43.3,643,4,17.7,9,0.316,2,0.833,3.27,1,0.1496,low,0
ORD-102945,standard,residential,prepaid,small,low,clear,day,False,False,False,False,3004.34,7,18.2,49.9,1122,4,15.3,13,0.436,0,0.758,2.7,3,0.0179,low,0
ORD-102946,standard,residential,prepaid,small,low,clear,morning,True,False,False,False,1869.97,3,7.09,53.6,902,7,11.9,6,0.144,0,0.866,2.0,1,0.0194,low,0
ORD-102947,same_day,residential,prepaid,large,normal,rain,evening,False,False,False,False,2351.17,3,7.05,4.4,115,6,24.8,10,0.186,0,0.692,3.47,2,0.8869,high,1
ORD-102948,scheduled,residential,prepaid,small,high,clear,morning,False,False,False,False,8977.37,3,17.11,71.9,1249,7,21.2,7,0.347,3,0.755,5.05,1,0.1266,low,0
ORD-102949,same_day,residential,card_on_delivery,medium,high,rain,morning,False,False,False,False,12466.45,3,4.17,4.0,70,5,4.8,16,0.256,0,0.742,3.63,1,0.8487,high,1
ORD-102950,standard,remote_area,prepaid,small,high,rain,evening,False,False,False,False,2327.88,3,24.7,47.6,1000,3,18.8,5,0.184,2,0.42,5.59,3,0.7498,high,1
ORD-102951,same_day,residential,prepaid,small,normal,rain,night,True,False,False,False,3253.77,3,11.64,5.0,96,7,11.1,7,0.058,0,0.837,3.79,2,0.5008,medium,0
ORD-102952,standard,industrial,prepaid,small,normal,clear,day,True,False,False,False,10272.63,3,23.15,46.0,564,8,27.8,10,0.091,0,0.906,3.2,3,0.0855,low,0
ORD-102953,scheduled,suburb,prepaid,medium,normal,snow,day,False,False,False,True,6320.28,3,11.03,69.0,1026,8,48.8,8,0.289,1,0.824,3.72,3,0.0201,low,0
ORD-102954,express,residential,prepaid,small,low,clear,evening,True,False,False,False,2341.66,4,15.43,21.1,317,4,18.7,8,0.403,2,0.895,1.71,2,0.3638,low,1
ORD-102955,standard,city_center,cash_on_delivery,large,low,rain,night,False,False,False,True,1494.84,3,2.71,51.1,577,9,8.0,5,0.26,1,0.911,2.01,1,0.0364,low,0
ORD-102956,standard,residential,card_on_delivery,small,high,clear,morning,True,False,False,False,2191.96,3,13.42,52.2,736,5,55.2,7,0.387,4,0.838,3.78,1,0.197,low,0
ORD-102957,standard,city_center,card_on_delivery,small,normal,clear,morning,False,False,False,False,6749.99,3,5.06,50.5,969,5,49.2,11,0.267,2,0.95,2.53,3,0.081,low,0
ORD-102958,standard,suburb,prepaid,small,low,clear,evening,False,False,False,False,1165.0,3,11.14,45.3,964,6,27.1,9,0.191,0,0.92,1.94,2,0.0106,low,0
ORD-102959,scheduled,remote_area,prepaid,bulky,normal,rain,morning,False,False,True,False,4155.71,1,32.4,70.1,1219,5,5.5,6,0.205,1,0.815,6.46,1,0.5604,medium,0
ORD-102960,same_day,industrial,card_on_delivery,medium,normal,rain,evening,False,False,False,False,2712.15,4,9.31,7.0,156,5,20.5,14,0.264,0,0.476,3.11,2,0.8774,high,1
ORD-102961,scheduled,city_center,prepaid,medium,normal,clear,day,False,False,False,True,2060.61,4,8.33,69.6,964,6,2.8,8,0.228,0,0.364,3.42,2,0.0805,low,0
ORD-102962,standard,residential,card_on_delivery,medium,high,clear,day,False,False,False,False,2476.51,3,2.99,52.5,1431,9,24.6,7,0.169,0,0.765,3.46,3,0.0297,low,0
ORD-102963,express,city_center,cash_on_delivery,large,high,rain,morning,False,False,False,True,6877.95,8,5.32,17.9,438,3,43.3,10,0.292,1,0.75,3.64,1,0.6729,medium,1
ORD-102964,standard,remote_area,prepaid,small,high,clear,evening,False,False,False,False,5319.74,6,18.62,45.3,980,1,16.9,5,0.245,1,0.43,3.64,1,0.1375,low,1
ORD-102965,express,residential,card_on_delivery,large,high,clear,day,False,False,True,False,7754.41,3,7.42,19.9,393,3,6.9,5,0.072,1,0.87,3.75,2,0.7747,high,1
ORD-102966,standard,residential,prepaid,large,normal,rain,night,True,False,False,True,1938.47,3,5.85,50.4,479,4,9.9,7,0.237,0,0.682,3.36,2,0.2332,low,0
ORD-102967,standard,suburb,prepaid,small,high,clear,day,True,False,False,False,1013.11,2,11.28,49.3,1249,7,50.1,10,0.126,1,0.526,2.31,2,0.1008,low,0
ORD-102968,express,residential,prepaid,small,high,clear,night,False,False,False,False,4095.23,1,4.46,20.5,293,8,5.1,6,0.192,2,0.818,1.73,3,0.3329,low,0
ORD-102969,standard,residential,card_on_delivery,medium,normal,clear,morning,False,True,False,False,3532.06,2,5.91,49.2,851,10,9.2,9,0.202,3,0.958,2.02,1,0.1185,low,0
ORD-102970,express,suburb,prepaid,small,high,clear,morning,False,False,False,False,2469.73,3,7.14,22.8,355,4,55.2,7,0.124,0,0.796,1.77,4,0.1158,low,0
ORD-102971,express,city_center,card_on_delivery,small,severe,rain,night,True,False,False,False,808.08,6,13.98,21.2,362,7,15.1,10,0.081,0,0.823,6.33,2,0.6521,medium,1
ORD-102972,standard,city_center,card_on_delivery,medium,normal,clear,morning,True,True,False,False,6807.05,2,1.98,46.0,825,14,17.5,11,0.217,0,0.567,1.44,1,0.2304,low,0
ORD-102973,scheduled,city_center,prepaid,small,low,clear,morning,True,False,False,False,390.03,1,10.49,69.9,2026,6,14.0,4,0.164,1,0.67,1.73,1,0.0149,low,0
ORD-102974,express,residential,prepaid,medium,normal,clear,morning,False,False,False,False,6080.83,4,10.17,17.6,301,6,6.5,6,0.095,0,0.682,2.04,3,0.2757,low,0
ORD-102975,same_day,remote_area,card_on_delivery,medium,high,clear,evening,True,False,False,False,5876.69,4,15.23,6.0,103,8,3.9,6,0.277,2,0.692,3.96,3,0.7341,high,1
ORD-102976,express,residential,prepaid,medium,high,clear,evening,False,False,False,False,5607.72,4,16.13,16.0,335,7,18.8,6,0.201,1,0.663,4.44,2,0.3938,medium,0
ORD-102977,express,suburb,cash_on_delivery,medium,low,clear,evening,False,False,False,True,3392.76,4,16.04,15.0,290,4,63.0,10,0.47,1,0.478,3.07,2,0.7726,high,1
ORD-102978,express,residential,prepaid,medium,normal,rain,morning,False,False,False,False,647.44,3,11.11,17.3,371,4,5.1,7,0.32,1,0.864,3.13,2,0.5255,medium,1
ORD-102979,same_day,suburb,cash_on_delivery,medium,normal,clear,day,False,False,False,False,1068.71,3,12.44,4.0,102,7,8.3,12,0.3,1,0.666,3.2,1,0.9183,high,1
ORD-102980,express,remote_area,prepaid,large,normal,storm,day,False,False,False,False,1904.2,3,30.23,18.2,294,5,73.6,14,0.273,2,0.433,4.77,1,0.8839,high,1
ORD-102981,standard,residential,prepaid,medium,high,storm,night,False,False,True,True,14253.06,5,7.34,41.1,1012,4,30.7,6,0.405,0,0.696,5.77,1,0.6236,medium,1
ORD-102982,standard,remote_area,card_on_delivery,medium,normal,clear,day,False,False,False,False,7292.28,3,25.8,51.3,928,6,88.1,9,0.436,1,0.612,5.27,3,0.1966,low,0
ORD-102983,express,suburb,prepaid,large,normal,rain,day,True,False,False,False,3107.58,3,15.99,17.0,256,9,38.0,7,0.643,2,0.59,3.87,1,0.6218,medium,1
ORD-102984,standard,suburb,prepaid,medium,normal,rain,day,True,False,False,False,2247.87,4,14.27,48.9,684,7,59.7,9,0.053,1,0.726,4.2,3,0.1296,low,0
ORD-102985,standard,residential,prepaid,small,normal,clear,day,False,False,False,False,3933.21,4,3.66,40.8,853,6,45.3,8,0.264,0,0.811,1.49,4,0.013,low,0
ORD-102986,standard,suburb,card_on_delivery,small,high,clear,evening,False,False,False,False,6718.88,4,15.38,48.2,969,7,10.8,4,0.212,1,0.926,4.58,2,0.1512,low,0
ORD-102987,express,residential,prepaid,medium,low,storm,day,False,False,False,False,4461.5,2,6.54,17.6,301,4,24.4,8,0.381,1,0.62,3.01,3,0.7491,high,0
ORD-102988,standard,remote_area,prepaid,medium,low,clear,day,True,False,False,True,1254.66,2,33.83,47.8,971,9,13.8,5,0.242,1,0.601,5.21,1,0.6588,medium,1
ORD-102989,express,industrial,prepaid,large,high,clear,day,False,False,False,False,10447.98,2,21.83,18.6,287,6,32.8,6,0.225,0,0.685,4.7,3,0.7297,high,0
ORD-102990,same_day,residential,prepaid,medium,normal,clear,morning,False,False,False,True,5109.19,2,15.5,4.3,113,2,31.0,7,0.022,0,0.771,4.06,1,0.631,medium,1
ORD-102991,same_day,remote_area,cash_on_delivery,small,normal,clear,evening,False,False,False,False,2436.51,2,21.35,7.1,105,7,21.4,11,0.513,1,0.721,3.72,2,0.5758,medium,1
ORD-102992,standard,industrial,prepaid,large,normal,clear,evening,False,False,False,False,4640.03,4,32.51,39.9,726,5,17.4,11,0.171,1,0.771,5.34,2,0.8396,high,1
ORD-102993,express,suburb,card_on_delivery,medium,normal,snow,morning,False,False,False,False,8853.7,2,12.94,18.8,166,4,20.1,7,0.16,0,0.492,4.01,2,0.5365,medium,0
ORD-102994,express,city_center,prepaid,bulky,low,clear,day,True,False,False,False,4755.38,4,7.14,18.5,463,5,23.4,8,0.101,0,0.719,2.01,2,0.2948,low,1
ORD-102995,express,city_center,prepaid,large,normal,clear,evening,True,False,False,False,4959.12,2,6.22,22.6,570,8,27.4,6,0.137,0,0.859,2.1,1,0.1782,low,0
ORD-102996,express,city_center,cash_on_delivery,medium,low,clear,day,False,False,False,True,11249.52,4,3.54,18.8,321,11,17.7,7,0.264,0,0.57,1.61,3,0.1743,low,0
ORD-102997,standard,city_center,prepaid,medium,high,rain,day,False,False,False,False,2231.62,3,8.63,41.1,734,11,14.9,5,0.206,2,0.479,4.32,2,0.7206,high,1
ORD-102998,scheduled,remote_area,card_on_delivery,medium,normal,clear,evening,False,False,False,True,1738.84,5,22.23,70.6,809,5,45.5,14,0.564,2,0.723,5.13,1,0.1193,low,0
ORD-102999,standard,residential,prepaid,small,high,clear,day,False,False,False,True,2560.26,4,27.31,46.6,731,3,31.8,7,0.373,2,0.689,5.41,3,0.2608,low,0
ORD-103000,same_day,suburb,card_on_delivery,medium,high,rain,morning,False,False,False,False,6849.07,3,7.5,5.7,102,7,6.6,9,0.3,1,0.85,3.92,3,0.8287,high,1
ORD-103001,express,suburb,prepaid,small,high,storm,day,False,False,False,False,7469.51,4,20.45,17.0,293,8,8.0,11,0.077,0,0.934,6.41,1,0.974,high,0
ORD-103002,standard,suburb,prepaid,small,normal,clear,morning,False,False,False,False,4109.76,2,29.39,48.2,404,5,25.3,11,0.158,1,0.761,5.56,1,0.3592,low,1
ORD-103003,same_day,residential,prepaid,medium,low,rain,evening,False,False,False,False,1928.9,4,5.43,4.0,72,8,13.1,14,0.128,1,0.863,1.11,1,0.4239,medium,0
ORD-103004,standard,suburb,prepaid,medium,high,clear,evening,False,False,False,False,13837.13,6,17.83,52.8,814,5,23.2,9,0.599,1,0.63,5.16,3,0.3619,low,0
ORD-103005,same_day,suburb,cash_on_delivery,large,high,clear,morning,False,False,False,False,1523.89,4,11.33,5.6,65,7,6.5,9,0.082,0,0.798,4.74,3,0.6499,medium,0
ORD-103006,express,suburb,card_on_delivery,medium,high,clear,night,False,False,False,False,2582.31,3,11.74,24.5,297,9,8.8,7,0.199,1,0.936,3.53,1,0.5766,medium,1
ORD-103007,standard,city_center,prepaid,large,severe,clear,night,True,True,False,False,2146.92,6,20.5,44.0,532,15,27.9,10,0.096,1,0.87,6.24,2,0.8015,high,0
ORD-103008,standard,suburb,prepaid,medium,normal,snow,morning,False,False,False,False,8069.99,3,10.96,46.7,985,8,33.6,8,0.115,0,0.869,3.95,3,0.2171,low,0
ORD-103009,same_day,city_center,card_on_delivery,large,normal,clear,day,False,False,False,False,3188.04,5,9.42,8.2,223,11,15.9,9,0.329,2,0.661,2.61,2,0.9436,high,1
ORD-103010,standard,suburb,prepaid,medium,high,rain,morning,False,True,True,False,12505.92,7,25.96,43.5,1518,15,7.3,5,0.014,2,0.604,6.39,1,0.8073,high,1
ORD-103011,same_day,residential,prepaid,bulky,low,clear,night,False,False,True,False,6638.02,1,20.49,9.6,144,6,7.8,10,0.216,1,0.863,2.84,2,0.8202,high,1
ORD-103012,same_day,residential,card_on_delivery,medium,high,clear,day,True,False,True,False,1811.41,6,12.05,6.4,64,9,11.5,11,0.304,2,0.722,3.01,3,0.9675,high,1
ORD-103013,express,industrial,prepaid,large,high,snow,evening,True,False,False,True,2870.9,3,18.22,18.4,272,3,7.7,6,0.108,0,0.767,5.59,1,0.7045,high,0
ORD-103014,standard,city_center,prepaid,medium,normal,rain,night,True,False,False,False,2439.56,3,0.7,51.9,636,7,12.6,5,0.273,2,0.667,1.74,1,0.0644,low,0
ORD-103015,express,remote_area,prepaid,small,normal,clear,evening,True,False,False,True,10279.71,3,28.01,16.6,87,6,43.2,4,0.4,2,0.579,6.53,2,0.8606,high,1
ORD-103016,scheduled,industrial,prepaid,medium,normal,clear,evening,True,False,False,False,6867.75,5,12.11,70.3,1433,5,31.9,5,0.217,2,0.682,3.09,3,0.0186,low,0
ORD-103017,standard,residential,card_on_delivery,medium,severe,clear,morning,True,False,True,False,1108.06,3,8.33,46.8,686,4,31.6,12,0.148,0,0.73,3.44,2,0.3095,low,0
ORD-103018,standard,residential,card_on_delivery,small,low,storm,morning,False,False,True,False,5398.12,1,17.43,47.1,839,3,16.0,4,0.237,2,0.825,4.22,1,0.3359,low,0
ORD-103019,standard,city_center,cash_on_delivery,medium,normal,clear,day,True,False,False,True,3473.41,6,5.89,44.2,767,7,27.4,6,0.195,1,0.834,2.47,2,0.1055,low,0
ORD-103020,standard,industrial,prepaid,small,high,clear,evening,False,False,False,False,1399.01,1,24.64,49.2,735,4,21.1,6,0.099,0,0.662,5.78,2,0.1005,low,0
ORD-103021,same_day,suburb,card_on_delivery,bulky,high,rain,morning,True,False,False,False,1958.39,4,11.22,4.9,25,4,59.2,10,0.057,0,0.646,4.06,2,0.6444,medium,1
ORD-103022,express,city_center,cash_on_delivery,medium,normal,snow,day,False,False,False,True,3096.4,1,0.95,17.4,219,11,55.7,13,0.326,1,0.757,3.03,1,0.8266,high,1
ORD-103023,express,residential,card_on_delivery,small,normal,clear,evening,False,False,False,True,692.27,8,4.13,17.5,194,6,9.2,6,0.054,1,0.632,1.39,3,0.183,low,0
ORD-103024,standard,city_center,cash_on_delivery,large,low,rain,morning,False,False,False,True,4298.4,3,0.7,50.4,653,5,43.1,5,0.439,1,0.901,1.39,1,0.0116,low,0
ORD-103025,standard,suburb,cash_on_delivery,medium,normal,clear,day,True,False,False,True,3880.5,4,7.04,48.9,715,9,9.2,5,0.132,1,0.66,3.51,1,0.126,low,0
ORD-103026,standard,residential,card_on_delivery,medium,high,rain,morning,False,True,False,True,3008.99,2,17.53,49.4,959,9,4.7,12,0.349,0,0.797,5.22,4,0.6784,medium,1
ORD-103027,same_day,city_center,cash_on_delivery,medium,normal,clear,morning,True,True,False,True,3740.85,3,27.41,5.5,91,9,27.6,14,0.135,0,0.892,3.32,1,0.9737,high,1
ORD-103028,express,industrial,card_on_delivery,small,normal,snow,day,False,False,False,False,3073.44,5,22.58,19.5,278,4,48.7,6,0.307,2,0.864,5.46,2,0.5291,medium,1
ORD-103029,standard,residential,prepaid,small,normal,rain,evening,False,True,False,False,1567.17,3,7.37,53.9,941,15,73.0,8,0.317,0,0.788,3.59,3,0.2127,low,0
ORD-103030,same_day,residential,cash_on_delivery,large,normal,storm,morning,True,False,False,True,2252.01,1,6.31,9.5,165,4,5.3,11,0.452,0,0.781,4.36,1,0.9644,high,1
ORD-103031,standard,suburb,card_on_delivery,large,normal,clear,day,False,False,True,False,2032.92,4,21.79,45.2,1070,5,30.1,6,0.121,2,0.515,4.61,2,0.2872,low,1
ORD-103032,standard,remote_area,prepaid,large,high,snow,evening,False,False,True,False,5839.25,3,17.12,51.4,1633,6,46.1,19,0.186,1,0.699,4.86,1,0.5411,medium,1
ORD-103033,standard,residential,prepaid,small,normal,clear,day,True,False,False,False,1637.43,2,6.66,49.4,443,10,44.5,12,0.302,1,0.858,3.23,1,0.2429,low,0
ORD-103034,scheduled,industrial,prepaid,large,normal,clear,day,False,False,False,False,2405.6,5,38.65,72.1,1495,1,112.6,7,0.202,1,0.861,6.05,3,0.0426,low,0
ORD-103035,express,residential,cash_on_delivery,medium,normal,clear,day,False,False,False,True,3714.22,3,28.11,20.4,188,5,18.6,9,0.041,0,0.583,4.21,4,0.4957,medium,1
ORD-103036,express,industrial,prepaid,medium,high,rain,evening,False,False,False,False,1160.85,4,11.6,20.0,410,5,4.0,4,0.242,1,0.793,4.25,3,0.7219,high,0
ORD-103037,standard,residential,prepaid,small,low,clear,evening,False,False,False,True,2586.87,3,8.29,48.6,414,10,14.0,5,0.291,1,0.586,2.64,2,0.0538,low,0
ORD-103038,standard,suburb,prepaid,large,low,rain,morning,True,False,False,True,3704.11,1,8.92,46.9,737,4,26.6,7,0.126,0,0.942,2.79,4,0.0736,low,0
ORD-103039,express,city_center,prepaid,bulky,normal,rain,evening,False,False,False,True,4087.83,4,12.88,15.8,199,4,18.0,4,0.038,1,0.989,4.35,2,0.5934,medium,0
ORD-103040,standard,remote_area,cash_on_delivery,small,severe,rain,day,False,False,False,True,4691.34,4,24.86,50.5,895,8,18.3,8,0.372,1,0.713,6.49,1,0.8696,high,1
ORD-103041,scheduled,remote_area,prepaid,large,high,clear,day,True,False,False,False,2038.7,3,23.75,73.0,997,6,54.3,9,0.166,2,0.685,4.89,2,0.1951,low,0
ORD-103042,same_day,residential,prepaid,medium,normal,rain,day,False,False,False,False,1589.74,2,18.93,5.2,89,1,47.7,11,0.178,0,0.746,3.81,2,0.5131,medium,0
ORD-103043,standard,residential,prepaid,small,normal,clear,evening,False,False,False,False,2541.45,5,4.24,47.9,775,6,30.8,9,0.246,4,0.642,1.43,2,0.0232,low,0
ORD-103044,same_day,suburb,card_on_delivery,small,normal,rain,evening,False,False,False,False,4176.07,2,14.97,4.9,106,5,86.0,9,0.229,0,0.572,4.19,3,0.4321,medium,1
ORD-103045,scheduled,residential,card_on_delivery,medium,severe,clear,day,False,False,False,False,2903.56,3,6.95,68.9,1140,7,6.9,7,0.34,2,0.742,4.27,1,0.2436,low,0
ORD-103046,express,suburb,prepaid,small,normal,rain,morning,False,False,False,False,1562.45,4,14.83,21.7,587,9,20.1,9,0.322,3,0.881,4.28,2,0.8077,high,1
ORD-103047,express,suburb,prepaid,small,high,rain,day,False,False,False,False,19010.56,6,7.3,18.4,283,5,29.5,9,0.246,1,0.622,3.78,1,0.6646,medium,1
ORD-103048,scheduled,residential,cash_on_delivery,large,high,clear,day,False,False,False,False,1996.02,2,6.0,66.3,1312,4,31.6,9,0.043,0,0.908,2.81,1,0.1046,low,0
ORD-103049,standard,city_center,card_on_delivery,medium,normal,clear,day,True,True,False,False,1335.49,2,0.7,50.3,554,14,7.2,2,0.181,1,0.819,1.66,3,0.0509,low,0
ORD-103050,same_day,industrial,card_on_delivery,large,normal,clear,night,False,False,False,True,2146.09,3,16.29,6.9,118,13,8.4,7,0.1,0,0.706,3.0,2,0.9013,high,1
ORD-103051,standard,city_center,prepaid,medium,normal,rain,night,False,False,False,False,6956.9,2,3.58,49.7,719,6,29.0,8,0.158,0,0.971,2.47,2,0.008,low,0
ORD-103052,express,suburb,cash_on_delivery,medium,low,snow,night,False,True,True,True,5580.93,4,7.03,21.2,459,6,16.3,6,0.195,1,0.79,2.91,2,0.6459,medium,1
ORD-103053,same_day,city_center,card_on_delivery,large,severe,clear,evening,True,False,False,False,13879.33,3,6.38,5.5,108,7,17.0,9,0.207,1,0.835,3.72,1,0.9053,high,1
ORD-103054,express,city_center,prepaid,small,high,snow,day,False,False,False,False,1704.9,1,6.79,18.5,333,6,26.2,10,0.059,1,0.814,4.88,2,0.5596,medium,1
ORD-103055,express,city_center,cash_on_delivery,small,normal,clear,day,True,False,False,True,2902.17,3,4.11,14.0,196,7,18.6,10,0.266,2,0.509,3.63,1,0.8839,high,1
ORD-103056,express,residential,cash_on_delivery,medium,high,snow,night,False,False,False,True,7783.51,3,12.88,16.4,352,8,8.9,8,0.098,0,0.871,5.45,2,0.884,high,1
